

app  = aes
algo = multicut
arch = virtex
opt  = -ise-alarm-stop=3600 -ise-archi-max-input=8 -ise-archi-max-output=1
gcc =   -emit-llvm
# calculating candidates
WARNING: no profiling information found, assuming uniform distribution
Selected architecture: P20ArchitectureVirtexFx
Default settings: 
 * CommInBusCLK: 2
 * CommOutBusCLK_: 2
 * CommInBusWidth_: 2
 * CommOutBusWidth_: 1
 * MaxCI: 7
 * MaxInput: 6
 * MaxOutput: 1
- changing value of MaxInput_: 8
# calculating benchmarking results
WARNING: no profiling information found, assuming uniform distribution
Selected architecture: P20ArchitectureVirtexFx
Default settings: 
 * CommInBusCLK: 2
 * CommOutBusCLK_: 2
 * CommInBusWidth_: 2
 * CommOutBusWidth_: 1
 * MaxCI: 7
 * MaxInput: 6
 * MaxOutput: 1
- changing value of MaxInput_: 8
DAG_size	, msecs		, it	, candidate_found
1		, 0.03040	, 3289	, 0
1		, 0.03067	, 3261	, 0
1		, 0.03085	, 3242	, 0
1		, 0.03112	, 3213	, 0
3		, 0.05115	, 1955	, 0
3		, 0.05225	, 1914	, 0
3		, 0.07348	, 1361	, 0
3		, 0.07391	, 1353	, 0
3		, 0.07440	, 1344	, 0
3		, 0.07446	, 1343	, 0
3		, 0.07446	, 1343	, 0
3		, 0.07468	, 1339	, 0
3		, 0.07468	, 1339	, 0
3		, 0.07485	, 1336	, 0
3		, 0.07491	, 1335	, 0
3		, 0.07508	, 1332	, 0
3		, 0.07530	, 1328	, 0
3		, 0.07564	, 1322	, 0
4		, 0.07911	, 1264	, 0
4		, 0.08071	, 1239	, 0
4		, 0.08078	, 1238	, 0
4		, 0.08104	, 1234	, 0
4		, 0.16026	, 624	, 0
5		, 0.08780	, 1139	, 0
5		, 0.20619	, 485	, 0
5		, 0.22779	, 439	, 0
5		, 0.23095	, 433	, 0
5		, 0.23202	, 431	, 0
5		, 0.27248	, 367	, 0
5		, 0.27624	, 362	, 0
5		, 0.27855	, 359	, 0
5		, 0.27855	, 359	, 0
5		, 0.27855	, 359	, 0
5		, 0.27855	, 359	, 0
5		, 0.27855	, 359	, 0
5		, 0.27933	, 358	, 0
5		, 0.27933	, 358	, 0
5		, 0.28090	, 356	, 0
6		, 0.10204	, 980	, 0
6		, 0.10753	, 930	, 0
6		, 0.11001	, 909	, 0
6		, 0.11013	, 908	, 0
6		, 0.11087	, 902	, 0
6		, 0.11962	, 836	, 0
6		, 0.13870	, 721	, 0
6		, 0.13928	, 718	, 0
6		, 0.13928	, 718	, 0
6		, 0.13928	, 718	, 0
6		, 0.14006	, 714	, 0
6		, 0.14045	, 712	, 0
6		, 0.14065	, 711	, 0
6		, 0.14104	, 709	, 0
6		, 0.14104	, 709	, 0
6		, 0.14124	, 708	, 0
6		, 0.17452	, 573	, 0
6		, 0.17668	, 566	, 0
6		, 0.17668	, 566	, 0
6		, 0.17699	, 565	, 0
6		, 0.17699	, 565	, 0
6		, 0.17794	, 562	, 0
6		, 0.21008	, 476	, 0
6		, 0.28985	, 345	, 0
6		, 0.60976	, 164	, 0
6		, 0.61350	, 163	, 0
6		, 0.61728	, 162	, 0
6		, 0.61728	, 162	, 0
6		, 0.61728	, 162	, 0
6		, 0.61728	, 162	, 0
6		, 0.61728	, 162	, 0
6		, 0.61728	, 162	, 0
6		, 0.61728	, 162	, 0
6		, 0.61728	, 162	, 0
6		, 0.62112	, 161	, 0
6		, 0.62112	, 161	, 0
6		, 0.62112	, 161	, 0
6		, 0.62112	, 161	, 0
7		, 0.29498	, 339	, 0
7		, 0.52910	, 189	, 0
7		, 0.52910	, 189	, 0
7		, 0.82645	, 121	, 0
7		, 0.83333	, 120	, 0
7		, 0.83333	, 120	, 0
7		, 0.83333	, 120	, 0
7		, 0.84746	, 118	, 0
7		, 0.85470	, 117	, 0
7		, 0.85470	, 117	, 0
7		, 0.85470	, 117	, 0
8		, 0.29851	, 335	, 0
8		, 0.29940	, 334	, 0
8		, 0.30121	, 332	, 0
8		, 0.30303	, 330	, 0
8		, 0.30675	, 326	, 0
8		, 0.30675	, 326	, 0
8		, 0.30769	, 325	, 0
8		, 0.30769	, 325	, 0
8		, 0.30864	, 324	, 0
8		, 1.06383	, 94	, 0
8		, 1.31579	, 76	, 0
8		, 2.32558	, 43	, 0
9		, 0.27548	, 363	, 0
9		, 0.27624	, 362	, 0
9		, 0.27701	, 361	, 0
9		, 1.92308	, 52	, 0
10		, 0.53192	, 188	, 0
10		, 0.53192	, 188	, 0
10		, 0.85470	, 117	, 0
10		, 2.34884	, 43	, 0
10		, 3.33333	, 30	, 0
11		, 4.29167	, 24	, 0
11		, 4.85714	, 21	, 0
12		, 5.88235	, 17	, 0
12		, 5.88235	, 17	, 0
12		, 6.00000	, 17	, 0
13		, 2.65789	, 38	, 0
14		, 1.53030	, 66	, 0
14		, 7.42857	, 14	, 0
14		, 7.42857	, 14	, 0
14		, 7.42857	, 14	, 0
14		, 9.45455	, 11	, 0
15		, 15.57140	, 7	, 0
17		, 3.92308	, 26	, 0
17		, 6.05882	, 17	, 0
22		, 27.00000	, 4	, 0
24		, 20.80000	, 5	, 0
25		, 21.40000	, 5	, 0
25		, 21.60000	, 5	, 0
28		, 36.00000	, 3	, 0
29		, 29.25000	, 4	, 0
29		, 36.33330	, 3	, 0
29		, 37.33330	, 3	, 0
29		, 38.00000	, 3	, 0
31		, 2.06122	, 49	, 0
31		, 78.00000	, 2	, 0
31		, 78.00000	, 2	, 0
33		, 110.50000	, 2	, 0
33		, 110.50000	, 2	, 0
33		, 110.50000	, 2	, 0
34		, 97.00000	, 2	, 0
34		, 97.00000	, 2	, 0
34		, 97.50000	, 2	, 0
35		, 105.50000	, 2	, 0
35		, 2.27273	, 44	, 0
35		, 2.40476	, 42	, 0
42		, 146.50000	, 2	, 0
54		, 357.00000	, 2	, 0
54		, 47.33330	, 3	, 0
67		, 666.00000	, 2	, 0
68		, 663.00000	, 2	, 0
73		, 895.00000	, 2	, 0
73		, 895.50000	, 2	, 0
73		, 896.00000	, 2	, 0
75		, 7.42857	, 14	, 0
115		, 67.00000	, 2	, 0
126		, 354025.00000	, 1	, 0
131		, 77.50000	, 2	, 0
131		, 79.50000	, 2	, 0
131		, 93.00000	, 2	, 0
133		, 3750.00000	, 2	, 0
176		, 5813.50000	, 2	, 0
286		, 233229.00000	, 1	, 0
302		, 275306.00000	, 1	, 0
1407		, 	, 	, 
